Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,5/6/2022,Transaction,,Northwood Group Norway AS,,EastX Bank,"-10,190.80","907,247.96"
,5/6/2022,Transaction,,Stephen Anderson,,EastX Bank,-170,"907,077.96"
,7/6/2022,Receipt,12466,Online Sale,,Sales of Product Income:Non UK Sales,120.83,"907,198.79"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-7.13,"907,191.66"
,7/6/2022,Receipt,12467,Online Sale,,Sales of Product Income:Non UK Sales,420.83,"907,612.49"
,7/6/2022,Receipt,12473,Online Sale,,Sales of Product Income:Non UK Sales,140,"907,752.49"
,7/6/2022,Receipt,12474,Online Sale,,Sales of Product Income:Non UK Sales,249,"908,001.49"
,7/6/2022,Receipt,12471,Online Sale,,Sales of Product Income:Non UK Sales,350,"908,351.49"
,7/6/2022,Receipt,12472,Online Sale,,Sales of Product Income:Non UK Sales,295.83,"908,647.32"
,7/6/2022,Receipt,12469,Online Sale,,Sales of Product Income:Non UK Sales,150,"908,797.32"
,7/6/2022,Receipt,12470,Online Sale,,Sales of Product Income:Non UK Sales,90.83,"908,888.15"
,7/6/2022,Receipt,12468,Online Sale,,Sales of Product Income:Non UK Sales,239,"909,127.15"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-4.26,"909,122.89"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-2.83,"909,120.06"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-4.34,"909,115.72"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-339.65,"908,776.07"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-135.74,"908,640.33"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-7.42,"908,632.91"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-291.49,"908,341.42"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-231.87,"908,109.55"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-6.09,"908,103.46"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-117.13,"907,986.33"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-241.58,"907,744.75"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-3.7,"907,741.05"
,7/6/2022,Transaction,,Armurerie Richard,,-Split-,,"907,741.05"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-10.35,"907,730.70"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-147.7,"907,583.00"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-248.27,"907,334.73"
,7/6/2022,Debit Memo,12475,Armurerie Richard,,Sales of Product Income:Non UK Sales,"-1,000.00","906,334.73"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-414.74,"905,919.99"
,7/6/2022,Transaction,,Online Sale,,EastX ****2310,-88,"905,831.99"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-3.73,"905,828.26"
,7/6/2022,Transaction,,Online Sale,,Apple Account,-2.3,"905,825.96"
,7/6/2022,Receipt,12476,Online Sale,,Sales of Product Income:UK Sales,252,"906,077.96"
,8/6/2022,Receipt,12481,SHOP SALE,,Sales of Product Income:UK Sales,0,"906,077.96"
,8/6/2022,Receipt,12478,Online Sale,,Sales of Product Income:UK Sales,257,"906,334.96"
,8/6/2022,Receipt,12477,Online Sale,,-Split-,27,"906,361.96"
,8/6/2022,Receipt,12480,Davis Peterson,,Sales of Product Income:Non UK Sales,"13,452.50","919,814.46"
,8/6/2022,Receipt,12482,Northwood Group Kft,,-Split-,"1,013.00","920,827.46"
,8/6/2022,Transaction,,Online Sale,,Apple Account,-3.8,"920,823.66"
,8/6/2022,Transaction,,Online Sale,,EastX ****2310,-26.42,"920,797.24"
,8/6/2022,Transaction,,Online Sale,,EastX ****2310,-109.25,"920,687.99"
,8/6/2022,Transaction,,Online Sale,,Apple Account,-1.75,"920,686.24"
,8/6/2022,Transaction,,Online Sale,,EastX ****2310,-253.2,"920,433.04"
,8/6/2022,Transaction,,Online Sale,,Apple Account,-0.58,"920,432.46"
,8/6/2022,Receipt,12479,Online Sale,,Sales of Product Income:UK Sales,111,"920,543.46"
,9/6/2022,Receipt,12493,Braces of Bristol,,-Split-,500,"921,043.46"
,9/6/2022,Receipt,12492,David Austin,,-Split-,305,"921,348.46"
,9/6/2022,Receipt,12489,Declan Morrison,,Orders in Hand/Deferred Income,"6,000.00","927,348.46"
,9/6/2022,Receipt,12484,Online Sale,,-Split-,27,"927,375.46"
,9/6/2022,Receipt,12490,SHOP SALE,,Sales of Product Income:UK Sales,180,"927,555.46"
,9/6/2022,Receipt,12483,Online Sale,,-Split-,27,"927,582.46"
,9/6/2022,Receipt,12488,Carl King,,Orders in Hand/Deferred Income,500,"928,082.46"
,9/6/2022,Receipt,12486,Braces of Bristol,,Sales of Product Income:UK Sales,"11,760.00","939,842.46"
,9/6/2022,Receipt,12487,Online Sale,,Sales of Product Income:Non UK Sales,216.67,"940,059.13"
,9/6/2022,Receipt,12491,David Austin,,-Split-,230,"940,289.13"
,9/6/2022,Receipt,12485,Online Sale,,-Split-,27,"940,316.13"
,9/6/2022,Transaction,,Online Sale,,EastX ****2310,-26.42,"940,289.71"
,9/6/2022,Transaction,,Corey Knowlton,,EastX Bank,"-17,807.07","922,482.64"
,9/6/2022,Transaction,,Online Sale,,EastX ****2310,-213.44,"922,269.20"
,9/6/2022,Transaction,,Online Sale,,EastX ****2310,-26.42,"922,242.78"
,9/6/2022,Transaction,,Online Sale,,Apple Account,-0.58,"922,242.20"
,9/6/2022,Transaction,cash,SHOP SALE,,EastX ****2310,-180,"922,062.20"
,9/6/2022,Transaction,,Joe Hudson,,EastX  Saver ****7829,-640,"921,422.20"
,9/6/2022,Transaction,,Russel Bleiler,,EastX  Saver ****7829,"-1,857.49","919,564.71"
,9/6/2022,Transaction,,Online Sale,,Apple Account,-0.58,"919,564.13"
,9/6/2022,Transaction,,Online Sale,,Apple Account,-0.58,"919,563.55"
,9/6/2022,Transaction,,Online Sale,,EastX ****2310,-26.42,"919,537.13"
,9/6/2022,Transaction,,Online Sale,,Apple Account,-3.23,"919,533.90"
,10/6/2022,Transaction,,Carl King,,EastX Bank,-500,"919,033.90"
,10/6/2022,Transaction,,Braces of Bristol,,EastX Bank,"-4,260.00","914,773.90"
,10/6/2022,Transaction,,Braces of Bristol,,EastX Bank,-500,"914,273.90"
,10/6/2022,Transaction,,Braces of Bristol,,EastX Bank,"-7,500.00","906,773.90"
,11/6/2022,Receipt,12494,Online Sale,,-Split-,386,"907,159.90"
,11/6/2022,Receipt,12496,John C Hayes IV,,-Split-,800.83,"907,960.73"
,11/6/2022,Receipt,12497,Online Sale,,Sales of Product Income:Non UK Sales,54,"908,014.73"
,11/6/2022,Transaction,,Online Sale,,Apple Account,-5.6,"908,009.13"
,11/6/2022,Transaction,,Online Sale,,Apple Account,-0.96,"908,008.17"
,11/6/2022,Transaction,,Online Sale,,EastX ****2310,-380.4,"907,627.77"
,11/6/2022,Transaction,,Online Sale,,EastX ****2310,-53.04,"907,574.73"
,11/6/2022,Receipt,12495,Charles Lesser,,-Split-,357,"907,931.73"
,12/6/2022,Transaction,,Northwood USA 1,,EastX Bank,"-62,933.79","844,997.94"
,15/06/2022,Receipt,12499,Online Sale,,Sales of Product Income:UK Sales,71,"845,068.94"
,15/06/2022,Receipt,12502,HH Sheikh Mohammed Al-Sharqi,,Sales of Product Income:Non UK Sales,"7,000.00","852,068.94"
,15/06/2022,Receipt,12501,Online Sale,,Sales of Product Income:Non UK Sales,240,"852,308.94"
,15/06/2022,Receipt,12503,Stephen Anderson,,Sales of Product Income:Non UK Sales,"2,572.00","854,880.94"
,15/06/2022,Receipt,12498,Online Sale,,Sales of Product Income:Non UK Sales,581.67,"855,462.61"
,15/06/2022,Receipt,12500,Online Sale,,-Split-,27,"855,489.61"
,15/06/2022,Transaction,,Online Sale,,Apple Account,-1.19,"855,488.42"
,15/06/2022,Transaction,,Online Sale,,EastX ****2310,-236.44,"855,251.98"
,15/06/2022,Transaction,,Online Sale,,EastX ****2310,-26.42,"855,225.56"
,15/06/2022,Transaction,,Online Sale,,EastX ****2310,-69.81,"855,155.75"
,15/06/2022,Transaction,,Online Sale,,EastX ****2310,-564.6,"854,591.15"
,15/06/2022,Transaction,,Online Sale,,Apple Account,-17.07,"854,574.08"
,15/06/2022,Transaction,,Online Sale,,Apple Account,-0.58,"854,573.50"
,15/06/2022,Transaction,,Online Sale,,Apple Account,-3.56,"854,569.94"
,16/06/2022,Receipt,12505,Online Sale,,Sales of Product Income:Non UK Sales,108.33,"854,678.27"
,16/06/2022,Receipt,12504,Morten Kristoffer Kjus,,-Split-,350,"855,028.27"
,16/06/2022,Debit Memo,CN12492,David Austin,,-Split-,-305,"854,723.27"
,16/06/2022,Transaction,,David Austin,,-Split-,0,"854,723.27"
,16/06/2022,Transaction,,Online Sale,,Apple Account,-1.72,"854,721.55"
,16/06/2022,Transaction,,Declan Morrison,,EastX Bank,"-6,000.00","848,721.55"
,16/06/2022,Transaction,,Online Sale,,EastX ****2310,-106.61,"848,614.94"
,17/06/2022,Receipt,12514,SHOP SALE,,Sales of Product Income:UK Sales,30,"848,644.94"
,17/06/2022,Transaction,,SHOP SALE,,EastX  Saver ****7829,-17.38,"848,627.56"
,17/06/2022,Receipt,12509,SHOP SALE,,Sales of Product Income:UK Sales,0,"848,627.56"
,17/06/2022,Receipt,12506,Online Sale,,Sales of Product Income:Non UK Sales,55,"848,682.56"
,17/06/2022,Receipt,12510,Online Sale,,Sales of Product Income:UK Sales,61,"848,743.56"
,17/06/2022,Receipt,12507,Online Sale,,Sales of Product Income:UK Sales,197,"848,940.56"
,17/06/2022,Receipt,12508,Balmoral Estate,,Sales of Product Income:UK Sales,0,"848,940.56"
,17/06/2022,Transaction,,Gut Grambow SonySports GmbH,,EastX Bank,"-3,593.00","845,347.56"
,17/06/2022,Transaction,,Online Sale,,Apple Account,-2.96,"845,344.60"
,17/06/2022,Transaction,,Online Sale,,Apple Account,-1.8,"845,342.80"
,17/06/2022,Transaction,,Online Sale,,EastX ****2310,-194.04,"845,148.76"
,17/06/2022,Transaction,,Online Sale,,Apple Account,-1.05,"845,147.71"
,17/06/2022,Transaction,,Online Sale,,EastX ****2310,-59.95,"845,087.76"
,17/06/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"845,034.56"
,17/06/2022,Transaction,,SHOP SALE,,EastX  Saver ****7829,-30,"845,004.56"
,17/06/2022,Receipt,12515,Nikolai Vladislavovich Gurianov,,-Split-,500,"845,504.56"
,18/06/2022,Receipt,12512,Online Sale,,Sales of Product Income:Non UK Sales,280.83,"845,785.39"
,18/06/2022,Receipt,12511,Online Sale,,Sales of Product Income:Non UK Sales,55,"845,840.39"
,18/06/2022,Receipt,12513,SHOP SALE,,Sales of Product Income:UK Sales,17.38,"845,857.77"
,18/06/2022,Transaction,,Nikolai Vladislavovich Gurianov,,EastX  Saver ****7829,-500,"845,357.77"
,18/06/2022,Transaction,,Online Sale,,Apple Account,-4.13,"845,353.64"
,18/06/2022,Transaction,,John C Hayes IV,,EastX  Saver ****7829,-800.83,"844,552.81"
,18/06/2022,Transaction,,Online Sale,,Apple Account,-1.8,"844,551.01"
,18/06/2022,Transaction,,Davis Peterson,,Apple Account,-12,"844,539.01"
,18/06/2022,Transaction,,Online Sale,,EastX ****2310,-276.7,"844,262.31"
,18/06/2022,Transaction,,Davis Peterson,,EastX Bank,"-14,988.00","829,274.31"
,18/06/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"829,221.11"
,21/06/2022,Receipt,12521,Online Sale,,Sales of Product Income:UK Sales,257,"829,478.11"
,21/06/2022,Receipt,12519,Northwood Group GMBH,,Sales of Product Income:Non UK Sales,90,"829,568.11"
,21/06/2022,Receipt,12517,Online Sale,,-Split-,27,"829,595.11"
,21/06/2022,Receipt,12520,Davis Peterson,,Sales of Product Income:Non UK Sales,"4,500.00","834,095.11"
,21/06/2022,Receipt,12516,Online Sale,,Sales of Product Income:UK Sales,52,"834,147.11"
,21/06/2022,Receipt,12518,Online Sale,,Sales of Product Income:Non UK Sales,55,"834,202.11"
,21/06/2022,Transaction,,Online Sale,,Apple Account,-3.8,"834,198.31"
,21/06/2022,Transaction,,Online Sale,,EastX ****2310,-253.2,"833,945.11"
,21/06/2022,Transaction,,Online Sale,,Apple Account,-0.58,"833,944.53"
,21/06/2022,Transaction,,Online Sale,,Apple Account,-1.8,"833,942.73"
,21/06/2022,Transaction,,Online Sale,,Apple Account,-0.93,"833,941.80"
,21/06/2022,Transaction,,Online Sale,,EastX ****2310,-51.07,"833,890.73"
,21/06/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"833,837.53"
,21/06/2022,Transaction,,Online Sale,,EastX ****2310,-26.42,"833,811.11"
,22/06/2022,Transaction,,Morten Kristoffer Kjus,,EastX Bank,-350,"833,461.11"
,23/06/2022,Receipt,12528,Diego Antunes Brito,,-Split-,401.66,"833,862.77"
,23/06/2022,Receipt,12522,SHOP SALE,,Sales of Product Income:UK Sales,0,"833,862.77"
,23/06/2022,Receipt,12524,Online Sale,,Sales of Product Income:Non UK Sales,55,"833,917.77"
,23/06/2022,Receipt,12525,Online Sale,,Sales of Product Income:Non UK Sales,55,"833,972.77"
,23/06/2022,Receipt,12527,Sheikh Salman Bin Ebrahim Al-Khalifa,,Sales of Product Income:Non UK Sales,"3,300.00","837,272.77"
,23/06/2022,Receipt,12523,Online Sale,,Sales of Product Income:UK Sales,37,"837,309.77"
,23/06/2022,Transaction,,Online Sale,,Apple Account,-1.8,"837,307.97"
,23/06/2022,Transaction,,Online Sale,,Apple Account,-1.27,"837,306.70"
,23/06/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"837,253.50"
,23/06/2022,Transaction,,Online Sale,,Apple Account,-1.8,"837,251.70"
,23/06/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"837,198.50"
,23/06/2022,Transaction,,Online Sale,,EastX ****2310,-35.73,"837,162.77"
,23/06/2022,Receipt,12526,HH Sheikh Mohammed Al-Sharqi,,-Split-,"6,073.00","843,235.77"
,25/06/2022,Receipt,12529,Online Sale,,Sales of Product Income:Non UK Sales,55,"843,290.77"
,25/06/2022,Receipt,12530,Online Sale,,Sales of Product Income:Non UK Sales,55,"843,345.77"
,25/06/2022,Transaction,,Online Sale,,Apple Account,-1.8,"843,343.97"
,25/06/2022,Transaction,,Online Sale,,Apple Account,-1.8,"843,342.17"
,25/06/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"843,288.97"
,28/06/2022,Receipt,12537,Giancarlo Lugli,,Sales of Product Income:Non UK Sales,"11,184.00","854,472.97"
,28/06/2022,Receipt,12532,Online Sale,,Sales of Product Income:Non UK Sales,310.83,"854,783.80"
,28/06/2022,Receipt,12534,Mr Roger Karlsson,,Sales of Product Income:UK Sales,"8,338.80","863,122.60"
,28/06/2022,Receipt,12533,Online Sale,,Sales of Product Income:UK Sales,92,"863,214.60"
,28/06/2022,Receipt,12531,Online Sale,,Sales of Product Income:Non UK Sales,175.83,"863,390.43"
,28/06/2022,Receipt,12536,Northwood USA 1,,-Split-,"71,192.00","934,582.43"
,28/06/2022,Transaction,,Simon Barr,,EastX Bank,-570.6,"934,011.83"
,28/06/2022,Transaction,,Online Sale,,EastX ****2310,-173.17,"933,838.66"
,28/06/2022,Transaction,,Vance Daigle,,EastX Bank,"-23,745.00","910,093.66"
,28/06/2022,Transaction,,Online Sale,,Apple Account,-9.21,"910,084.45"
,28/06/2022,Transaction,,Online Sale,,Apple Account,-1.49,"910,082.96"
,28/06/2022,Transaction,,Online Sale,,Apple Account,-2.66,"910,080.30"
,28/06/2022,Receipt,12535,Declan Morrison,,Sales of Product Income:UK Sales,"6,306.00","916,386.30"
,29/06/2022,Receipt,12540,SHOP SALE,,Sales of Product Income:UK Sales,0,"916,386.30"
,29/06/2022,Receipt,12538,Online Sale,,Sales of Product Income:Non UK Sales,55,"916,441.30"
,29/06/2022,Receipt,12539,Online Sale,,Sales of Product Income:Non UK Sales,55,"916,496.30"
,29/06/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"916,443.10"
,29/06/2022,Transaction,,Online Sale,,Apple Account,-1.8,"916,441.30"
,29/06/2022,Transaction,,Online Sale,,Apple Account,-1.8,"916,439.50"
,29/06/2022,Transaction,,Diego Antunes Brito,,EastX Bank,-420.28,"916,019.22"
,30/06/2022,Receipt,12545,HH Sheikh Mohammed Al-Sharqi:.30-06 London Best S/N 7110,,Orders in Hand/Deferred Income,"15,000.00","931,019.22"
,30/06/2022,Receipt,12541,Online Sale,,-Split-,27,"931,046.22"
,30/06/2022,Receipt,12551,Patrick Slater,,Orders in Hand/Deferred Income,"30,000.00","961,046.22"
,30/06/2022,Receipt,12549,Glenn Kendall,,Orders in Hand/Deferred Income,"10,000.00","971,046.22"
,30/06/2022,Receipt,12546,HH Sheikh Mohammed Al-Sharqi:.600 Hippo CampusX,,Orders in Hand/Deferred Income,"50,000.00","1,021,046.22"
,30/06/2022,Receipt,12547,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"20,000.00","1,041,046.22"
,30/06/2022,Transaction,,Online Sale,,Apple Account,-1.14,"1,041,045.08"
,30/06/2022,Receipt,12544,HH Sheikh Mohammed Al-Sharqi:.223 London  Best S/N 7109,,Orders in Hand/Deferred Income,"15,000.00","1,056,045.08"
,30/06/2022,Transaction,,Online Sale,,Apple Account,-0.58,"1,056,044.50"
,30/06/2022,Transaction,,HH Sheikh Mohammed Al-Sharqi,,Apple Account,-12,"1,056,032.50"
,30/06/2022,Transaction,,Northwood USA 1,,Apple Account,"-5,108.68","1,050,923.82"
,30/06/2022,Transaction,,HH Sheikh Mohammed Al-Sharqi,,EastX Bank,"-99,988.00","950,935.82"
,30/06/2022,Receipt,12542,Online Sale,,Sales of Product Income:UK Sales,67,"951,002.82"
,1/7/2022,Receipt,12553,Online Sale,,Sales of Product Income:Non UK Sales,137.5,"951,140.32"
,1/7/2022,Receipt,12554,Davis Peterson,,Sales of Product Income:Non UK Sales,300,"951,440.32"
,1/7/2022,Receipt,12543,HH Sheikh Mohammed Al-Sharqi:.300 H&H Zebra gun S/N 7101,,Orders in Hand/Deferred Income,"30,000.00","981,440.32"
,1/7/2022,Receipt,12552,Online Sale,,Sales of Product Income:Non UK Sales,55,"981,495.32"
,1/7/2022,Transaction,,Online Sale,,Apple Account,-4.19,"981,491.13"
,1/7/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"981,437.93"
,1/7/2022,Transaction,,Online Sale,,EastX ****2310,-26.42,"981,411.51"
,1/7/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"981,358.31"
,1/7/2022,Transaction,,Online Sale,,EastX ****2310,-90.51,"981,267.80"
,1/7/2022,Transaction,,Online Sale,,EastX ****2310,-133.31,"981,134.49"
,1/7/2022,Transaction,,Online Sale,,EastX ****2310,-301.62,"980,832.87"
,1/7/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"980,779.67"
,1/7/2022,Transaction,,Online Sale,,EastX ****2310,-65.86,"980,713.81"
,1/7/2022,Transaction,,Online Sale,,Apple Account,-1.8,"980,712.01"
,2/7/2022,Receipt,12557,Online Sale,,Sales of Product Income:Non UK Sales,162.5,"980,874.51"
,2/7/2022,Receipt,12558,SHOP SALE,,-Split-,148,"981,022.51"
,2/7/2022,Receipt,12556,Online Sale,,Sales of Product Income:UK Sales,137,"981,159.51"
,2/7/2022,Receipt,12555,SHOP SALE,,Sales of Product Income:UK Sales,0,"981,159.51"
,2/7/2022,Transaction,,Online Sale,,Apple Account,-2.12,"981,157.39"
,2/7/2022,Transaction,,SHOP SALE,,EastX  Saver ****7829,-148,"981,009.39"
,2/7/2022,Transaction,,Online Sale,,Apple Account,-2.48,"981,006.91"
,2/7/2022,Transaction,,Online Sale,,EastX ****2310,-134.88,"980,872.03"
,2/7/2022,Transaction,,Online Sale,,EastX ****2310,-160.02,"980,712.01"
,5/7/2022,Receipt,12561,SHOP SALE,,Sales of Product Income:UK Sales,102,"980,814.01"
,5/7/2022,Receipt,12559,Online Sale,,Sales of Product Income:Non UK Sales,295.83,"981,109.84"
,5/7/2022,Receipt,12560,Christopher J Barber,,Orders in Hand/Deferred Income,"8,805.00","989,914.84"
,5/7/2022,Transaction,,Stephen Anderson,,EastX  Saver ****7829,"-2,742.00","987,172.84"
,5/7/2022,Transaction,,Online Sale,,Apple Account,-4.34,"987,168.50"
,5/7/2022,Transaction,,Christopher J Barber,,EastX Bank,"-8,805.00","978,363.50"
,5/7/2022,Transaction,,SHOP SALE,,EastX  Saver ****7829,-102,"978,261.50"
,5/7/2022,Transaction,,Online Sale,,EastX ****2310,-291.49,"977,970.01"
,7/7/2022,Receipt,12566,Online Sale,,Sales of Product Income:Non UK Sales,55,"978,025.01"
,7/7/2022,Receipt,12578,Mr Roger Karlsson,,Sales of Product Income:UK Sales,0,"978,025.01"
,7/7/2022,Receipt,12564,Online Sale,,Sales of Product Income:Non UK Sales,107.5,"978,132.51"
,7/7/2022,Receipt,12567,Armurerie Nouvelle,,-Split-,312,"978,444.51"
,7/7/2022,Receipt,12565,Online Sale,,-Split-,27,"978,471.51"
,7/7/2022,Transaction,,David Austin,,EastX Bank,"-14,488.00","963,983.51"
,7/7/2022,Transaction,,Online Sale,,Apple Account,-1.71,"963,981.80"
,7/7/2022,Transaction,,David Austin,,Apple Account,-12,"963,969.80"
,7/7/2022,Transaction,,Online Sale,,Apple Account,-1.8,"963,968.00"
,7/7/2022,Transaction,,SHOP SALE,,EastX  Saver ****7829,-92,"963,876.00"
,7/7/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"963,822.80"
,7/7/2022,Transaction,,Online Sale,,EastX ****2310,-26.42,"963,796.38"
,7/7/2022,Transaction,,Online Sale,,Apple Account,-0.58,"963,795.80"
,7/7/2022,Transaction,,Online Sale,,EastX ****2310,-105.79,"963,690.01"
,9/7/2022,Receipt,12570,Online Sale,,Sales of Product Income:Non UK Sales,55,"963,745.01"
,9/7/2022,Transaction,,Online Sale,,EastX ****2310,-291.49,"963,453.52"
,9/7/2022,Receipt,12575,Online Sale,,Sales of Product Income:UK Sales,130,"963,583.52"
,9/7/2022,Receipt,12574,Online Sale,,Sales of Product Income:UK Sales,197,"963,780.52"
,9/7/2022,Receipt,12571,Online Sale,,Sales of Product Income:Non UK Sales,55,"963,835.52"
,9/7/2022,Receipt,12573,Online Sale,,Sales of Product Income:Non UK Sales,295.83,"964,131.35"
,9/7/2022,Receipt,12572,Online Sale,,Sales of Product Income:Non UK Sales,107.5,"964,238.85"
,9/7/2022,Receipt,12577,SHOP SALE,,Sales of Product Income:UK Sales,92,"964,330.85"
,9/7/2022,Transaction,,Online Sale,,Apple Account,-2.02,"964,328.83"
,9/7/2022,Transaction,,Online Sale,,EastX ****2310,-194.04,"964,134.79"
,9/7/2022,Transaction,,Online Sale,,Apple Account,-1.8,"964,132.99"
,9/7/2022,Transaction,,Online Sale,,Apple Account,-1.71,"964,131.28"
,9/7/2022,Transaction,,Online Sale,,Apple Account,-2.96,"964,128.32"
,9/7/2022,Transaction,,Online Sale,,Apple Account,-3.05,"964,125.27"
,9/7/2022,Transaction,,Online Sale,,Apple Account,-1.8,"964,123.47"
,9/7/2022,Transaction,,SHOP SALE,,EastX  Saver ****7829,-225,"963,898.47"
,9/7/2022,Transaction,,Online Sale,,EastX ****2310,-95.28,"963,803.19"
,9/7/2022,Transaction,,Online Sale,,EastX ****2310,-105.79,"963,697.40"
,9/7/2022,Transaction,,Online Sale,,Apple Account,-4.34,"963,693.06"
,9/7/2022,Transaction,,Online Sale,,EastX ****2310,-127.98,"963,565.08"
,9/7/2022,Transaction,,Online Sale,,EastX ****2310,-53.2,"963,511.88"
